Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Loyalty_Status,Category,Product_Name,Unit_Cost,Unit_Price,Quantity_Sold,Revenue,Total_Cost,Profit,Stock_Remaining,Satisfaction_Score
TXN-10848,2025-07-15,CUST-0515,24,Female,Regular,Electronics,Headphones,49.93,84.43,1,84.43,49.93,34.5,1273,4.0
TXN-11998,2025-07-15,CUST-0387,37,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,827,6.5
TXN-13783,2025-07-15,CUST-0459,66,Female,Silver,Beauty & Health,Soap,11.95,23.02,1,23.02,11.95,11.07,885,6.2
TXN-14658,2025-07-15,CUST-0362,22,Female,Gold,Electronics,Headphones,49.93,84.43,2,168.86,99.86,69.0,1029,6.2
TXN-13004,2025-07-15,CUST-0823,51,Male,Regular,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,792,5.5
TXN-13351,2025-07-15,CUST-0068,39,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,704,7.9
TXN-10692,2025-07-15,CUST-0646,30,Female,Regular,Clothing,Socks,46.78,72.77,3,218.31,140.34,77.97,1258,7.0
TXN-10882,2025-07-15,CUST-0015,23,Male,Regular,Electronics,Charger,85.78,132.44,5,662.2,428.9,233.3,701,8.5
TXN-12960,2025-07-15,CUST-0997,41,Male,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1595,8.6
TXN-12067,2025-07-15,CUST-0761,30,Female,Silver,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,835,5.6
TXN-14591,2025-07-15,CUST-1000,26,Female,Silver,Home & Garden,Lamp,30.34,59.03,2,118.06,60.68,57.38,596,3.8
TXN-12056,2025-07-15,CUST-0671,41,Male,Regular,Electronics,Headphones,49.93,84.43,1,84.43,49.93,34.5,1197,7.2
TXN-10989,2025-07-16,CUST-0671,37,Male,Silver,Groceries,Eggs,28.33,56.24,1,56.24,28.33,27.91,1627,7.6
TXN-10779,2025-07-16,CUST-0230,25,Female,Silver,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1253,4.4
TXN-13497,2025-07-16,CUST-0728,35,Male,Silver,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,981,7.8
TXN-12346,2025-07-16,CUST-0014,27,Male,Regular,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,670,3.2
TXN-10936,2025-07-16,CUST-0359,33,Female,Regular,Groceries,Apples,18.31,24.59,10,245.9,183.1,62.8,1680,8.4
TXN-11663,2025-07-16,CUST-0624,40,Male,Regular,Clothing,Hat,3.72,6.93,1,6.93,3.72,3.21,682,5.7
TXN-13307,2025-07-16,CUST-0767,38,Male,Gold,Groceries,Bread,45.02,60.28,5,301.4,225.1,76.3,727,6.4
TXN-12175,2025-07-16,CUST-0900,34,Female,Regular,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1364,5.6
TXN-11664,2025-07-16,CUST-0282,55,Other,Regular,Electronics,Smartwatch,34.96,50.62,1,50.62,34.96,15.66,879,7.3
TXN-12878,2025-07-16,CUST-0326,45,Male,Silver,Electronics,Headphones,49.93,84.43,1,84.43,49.93,34.5,1141,5.6
TXN-14351,2025-07-16,CUST-0869,26,Male,Silver,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,918,7.0
TXN-12930,2025-07-16,CUST-0722,20,Female,Gold,Groceries,Chicken,14.09,25.57,4,102.28,56.36,45.92,1762,6.2
TXN-12464,2025-07-16,CUST-0743,29,Female,Regular,Clothing,Jeans,45.05,74.05,1,74.05,45.05,29.0,1536,6.5
TXN-10725,2025-07-16,CUST-0872,18,Male,Gold,Home & Garden,Bed Sheets,41.27,74.29,4,297.16,165.08,132.08,1804,7.6
TXN-13280,2025-07-16,CUST-0908,39,Female,Regular,Groceries,Cereal,40.44,66.69,2,133.38,80.88,52.5,512,7.6
TXN-14653,2025-07-16,CUST-0320,38,Female,Gold,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,479,6.3
TXN-11434,2025-07-16,CUST-0377,40,Female,Regular,Beauty & Health,Lotion,8.66,15.35,2,30.7,17.32,13.38,1062,6.2
TXN-12014,2025-07-16,CUST-0293,30,Male,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,334,6.9
TXN-14570,2025-07-17,CUST-0669,41,Male,Regular,Groceries,Chicken,14.09,25.57,1,25.57,14.09,11.48,1635,6.1
TXN-11171,2025-07-17,CUST-0867,47,Female,Regular,Groceries,Eggs,28.33,56.24,10,562.4,283.3,279.1,1603,4.3
TXN-10368,2025-07-17,CUST-0306,32,Female,Regular,Electronics,Charger,85.78,132.44,2,264.88,171.56,93.32,749,7.3
TXN-14120,2025-07-17,CUST-0068,42,Male,Silver,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,946,6.1
TXN-14498,2025-07-17,CUST-0735,53,Female,Gold,Groceries,Pasta,47.29,56.99,2,113.98,94.58,19.4,1033,7.8
TXN-10182,2025-07-17,CUST-0535,19,Female,Regular,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1737,4.7
TXN-11402,2025-07-17,CUST-0435,25,Female,Regular,Beauty & Health,Vitamins,4.16,7.52,1,7.52,4.16,3.36,1254,8.4
TXN-13325,2025-07-17,CUST-0525,18,Male,Regular,Groceries,Cereal,40.44,66.69,2,133.38,80.88,52.5,504,5.6
TXN-10819,2025-07-17,CUST-0026,22,Male,Regular,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,648,6.4
TXN-14501,2025-07-17,CUST-0691,30,Male,Regular,Beauty & Health,Toothpaste,36.38,71.18,3,213.54,109.14,104.4,502,5.7
TXN-11791,2025-07-17,CUST-0074,18,Male,Regular,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,569,3.6
TXN-11327,2025-07-17,CUST-0536,41,Male,Silver,Groceries,Apples,18.31,24.59,3,73.77,54.93,18.84,1650,7.9
TXN-13679,2025-07-17,CUST-0325,29,Female,Regular,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,705,6.9
TXN-11868,2025-07-18,CUST-0388,23,Male,Gold,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1596,9.0
TXN-14576,2025-07-18,CUST-0617,38,Male,Gold,Electronics,Keyboard,107.66,156.53,2,313.06,215.32,97.74,538,6.6
TXN-14600,2025-07-18,CUST-0400,18,Female,Gold,Groceries,Eggs,28.33,56.24,2,112.48,56.66,55.82,1366,9.4
TXN-13791,2025-07-18,CUST-0803,33,Male,Silver,Clothing,Socks,46.78,72.77,1,72.77,46.78,25.99,1011,7.6
TXN-10001,2025-07-18,CUST-0563,33,Male,Regular,Electronics,Charger,85.78,132.44,2,264.88,171.56,93.32,762,3.9
TXN-14405,2025-07-18,CUST-0743,42,Female,Regular,Clothing,Sneakers,20.09,39.7,3,119.1,60.27,58.83,500,6.2
TXN-12085,2025-07-18,CUST-0127,27,Female,Silver,Clothing,Sneakers,20.09,39.7,1,39.7,20.09,19.61,633,4.6
TXN-10199,2025-07-18,CUST-0125,49,Female,Regular,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,997,8.0
TXN-10686,2025-07-18,CUST-0281,41,Male,Regular,Home & Garden,Plant Pot,34.48,43.76,2,87.52,68.96,18.56,1779,7.8
TXN-14332,2025-07-18,CUST-0123,18,Male,Regular,Clothing,Jacket,3.47,6.87,2,13.74,6.94,6.8,1171,6.2
TXN-11227,2025-07-18,CUST-0876,18,Female,Gold,Home & Garden,Frying Pan,11.59,15.48,4,61.92,46.36,15.56,1753,7.4
TXN-12739,2025-07-19,CUST-0733,26,Female,Regular,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1552,6.5
TXN-12443,2025-07-19,CUST-0881,33,Male,Silver,Home & Garden,Frying Pan,11.59,15.48,2,30.96,23.18,7.78,1686,5.0
TXN-10650,2025-07-19,CUST-0035,27,Female,Regular,Beauty & Health,Toothpaste,36.38,71.18,2,142.36,72.76,69.6,816,7.6
TXN-14343,2025-07-19,CUST-0871,23,Male,Gold,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1170,8.8
TXN-10147,2025-07-19,CUST-0681,37,Male,Regular,Electronics,USB Drive,123.53,158.32,2,316.64,247.06,69.58,1739,5.4
TXN-10911,2025-07-19,CUST-0587,24,Male,Silver,Electronics,Smartwatch,34.96,50.62,3,151.86,104.88,46.98,948,6.7
TXN-11047,2025-07-19,CUST-0865,26,Male,Regular,Groceries,Bread,45.02,60.28,5,301.4,225.1,76.3,929,8.4
TXN-10703,2025-07-19,CUST-0293,48,Male,Regular,Home & Garden,Towel,36.45,51.3,2,102.6,72.9,29.7,946,6.1
TXN-11241,2025-07-19,CUST-0718,18,Male,Regular,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,810,5.8
TXN-12984,2025-07-19,CUST-0521,38,Male,Regular,Beauty & Health,Shampoo,25.11,45.77,3,137.31,75.33,61.98,841,6.7
TXN-13833,2025-07-19,CUST-0421,25,Male,Silver,Clothing,Sneakers,20.09,39.7,3,119.1,60.27,58.83,528,6.9
TXN-12646,2025-07-19,CUST-0122,25,Female,Regular,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,704,5.2
TXN-12483,2025-07-19,CUST-0307,18,Female,Regular,Home & Garden,Towel,36.45,51.3,2,102.6,72.9,29.7,819,4.9
TXN-11123,2025-07-19,CUST-0959,28,Male,Regular,Home & Garden,Bed Sheets,41.27,74.29,2,148.58,82.54,66.04,1768,5.7
TXN-10898,2025-07-19,CUST-0174,18,Female,Silver,Groceries,Chicken,14.09,25.57,2,51.14,28.18,22.96,1874,7.9
TXN-11012,2025-07-19,CUST-0099,40,Male,Silver,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,640,8.3
TXN-13353,2025-07-19,CUST-0683,30,Male,Regular,Home & Garden,Frying Pan,11.59,15.48,2,30.96,23.18,7.78,1625,6.2
TXN-12146,2025-07-19,CUST-0824,63,Male,Regular,Electronics,Smartwatch,34.96,50.62,1,50.62,34.96,15.66,853,6.5
TXN-12819,2025-07-20,CUST-0539,18,Female,Gold,Electronics,Smartwatch,34.96,50.62,4,202.48,139.84,62.64,821,10.0
TXN-10624,2025-07-20,CUST-0413,41,Female,Gold,Electronics,Mouse,41.17,78.14,5,390.7,205.85,184.85,1258,9.7
TXN-11589,2025-07-20,CUST-0477,26,Male,Regular,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1170,7.4
TXN-11622,2025-07-20,CUST-0191,21,Female,Regular,Clothing,Sneakers,20.09,39.7,5,198.5,100.45,98.05,661,4.8
TXN-14766,2025-07-20,CUST-0767,53,Female,Regular,Clothing,Socks,46.78,72.77,2,145.54,93.56,51.98,951,5.1
TXN-13034,2025-07-20,CUST-0479,33,Other,Regular,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,489,4.4
TXN-13843,2025-07-20,CUST-0844,31,Male,Silver,Beauty & Health,Face Wash,9.13,14.22,3,42.66,27.39,15.27,1122,6.5
TXN-14277,2025-07-20,CUST-0474,38,Male,Silver,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,933,5.1
TXN-14728,2025-07-20,CUST-0078,32,Female,Silver,Beauty & Health,Soap,11.95,23.02,1,23.02,11.95,11.07,828,5.6
TXN-10267,2025-07-20,CUST-0272,36,Male,Regular,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,986,6.3
TXN-14993,2025-07-21,CUST-0201,37,Female,Regular,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,351,6.3
TXN-11125,2025-07-21,CUST-0413,39,Female,Silver,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,683,4.6
TXN-14655,2025-07-21,CUST-0326,21,Male,Regular,Beauty & Health,Soap,11.95,23.02,1,23.02,11.95,11.07,829,6.1
TXN-10094,2025-07-21,CUST-0307,18,Female,Silver,Electronics,Headphones,49.93,84.43,4,337.72,199.72,138.0,1325,9.2
TXN-14337,2025-07-21,CUST-0095,21,Male,Regular,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,535,7.8
TXN-14797,2025-07-21,CUST-0955,48,Other,Gold,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1078,5.7
TXN-10380,2025-07-21,CUST-0164,18,Female,Silver,Groceries,Eggs,28.33,56.24,2,112.48,56.66,55.82,1680,5.6
TXN-10949,2025-07-21,CUST-0876,31,Female,Regular,Home & Garden,Frying Pan,11.59,15.48,1,15.48,11.59,3.89,1795,6.6
TXN-13421,2025-07-21,CUST-0288,46,Female,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1554,7.1
TXN-12893,2025-07-21,CUST-0875,27,Male,Regular,Groceries,Eggs,28.33,56.24,1,56.24,28.33,27.91,1493,5.7
TXN-11159,2025-07-21,CUST-0739,33,Female,Silver,Beauty & Health,Lotion,8.66,15.35,10,153.5,86.6,66.9,1073,8.4
TXN-14226,2025-07-21,CUST-0237,18,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,633,4.4
TXN-14391,2025-07-21,CUST-0072,37,Male,Regular,Clothing,Jeans,45.05,74.05,2,148.1,90.1,58.0,1379,6.5
TXN-13312,2025-07-21,CUST-0862,25,Male,Silver,Beauty & Health,Face Wash,9.13,14.22,10,142.2,91.3,50.9,1152,6.5
TXN-13499,2025-07-21,CUST-0643,38,Male,Regular,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,745,6.3
TXN-10754,2025-07-22,CUST-0765,20,Female,Regular,Clothing,Jeans,45.05,74.05,1,74.05,45.05,29.0,1655,4.0
TXN-14599,2025-07-22,CUST-0652,24,Male,Silver,Beauty & Health,Toothpaste,36.38,71.18,10,711.8,363.8,348.0,480,8.8
TXN-14344,2025-07-22,CUST-0458,18,Female,Silver,Groceries,Milk,32.13,59.75,10,597.5,321.3,276.2,919,6.3
TXN-12479,2025-07-22,CUST-0249,32,Female,Regular,Clothing,Hat,3.72,6.93,3,20.79,11.16,9.63,635,6.1
TXN-11436,2025-07-22,CUST-0636,21,Female,Silver,Beauty & Health,Vitamins,4.16,7.52,4,30.08,16.64,13.44,1250,9.5
TXN-13445,2025-07-22,CUST-0349,50,Female,Silver,Clothing,Jeans,45.05,74.05,2,148.1,90.1,58.0,1459,7.7
TXN-12460,2025-07-22,CUST-0143,35,Female,Regular,Beauty & Health,Vitamins,4.16,7.52,1,7.52,4.16,3.36,1141,7.3
TXN-12062,2025-07-22,CUST-0410,45,Male,Silver,Beauty & Health,Shampoo,25.11,45.77,10,457.7,251.1,206.6,909,4.8
TXN-14065,2025-07-22,CUST-0125,45,Male,Regular,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1035,8.8
TXN-11039,2025-07-22,CUST-0755,28,Male,Silver,Beauty & Health,Toothpaste,36.38,71.18,2,142.36,72.76,69.6,776,4.6
TXN-13534,2025-07-22,CUST-0266,40,Male,Silver,Clothing,Jeans,45.05,74.05,4,296.2,180.2,116.0,1452,7.6
TXN-10045,2025-07-22,CUST-0436,41,Female,Silver,Electronics,Smartwatch,34.96,50.62,1,50.62,34.96,15.66,1001,3.3
TXN-14381,2025-07-22,CUST-0839,18,Male,Silver,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1006,6.6
TXN-14476,2025-07-22,CUST-0309,18,Female,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1463,7.5
TXN-13859,2025-07-22,CUST-0123,45,Female,Regular,Groceries,Eggs,28.33,56.24,3,168.72,84.99,83.73,1420,6.8
TXN-13886,2025-07-23,CUST-0020,39,Male,Regular,Groceries,Eggs,28.33,56.24,10,562.4,283.3,279.1,1406,6.4
TXN-11240,2025-07-23,CUST-0044,53,Male,Regular,Clothing,Socks,46.78,72.77,1,72.77,46.78,25.99,1221,7.3
TXN-11215,2025-07-23,CUST-0294,29,Male,Regular,Electronics,Mouse,41.17,78.14,4,312.56,164.68,147.88,1210,7.7
TXN-13862,2025-07-23,CUST-0175,34,Male,Silver,Electronics,Headphones,49.93,84.43,10,844.3,499.3,345.0,1079,8.2
TXN-12782,2025-07-23,CUST-0822,18,Male,Silver,Clothing,Sneakers,20.09,39.7,1,39.7,20.09,19.61,586,8.1
TXN-13401,2025-07-23,CUST-0007,19,Female,Gold,Groceries,Eggs,28.33,56.24,1,56.24,28.33,27.91,1448,5.5
TXN-13127,2025-07-23,CUST-0954,19,Female,Silver,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,723,6.6
TXN-10657,2025-07-23,CUST-0560,30,Other,Regular,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,954,6.3
TXN-14174,2025-07-23,CUST-0503,45,Female,Regular,Groceries,Cereal,40.44,66.69,2,133.38,80.88,52.5,446,8.2
TXN-13216,2025-07-23,CUST-0540,26,Male,Regular,Electronics,Mouse,41.17,78.14,10,781.4,411.7,369.7,1074,9.0
TXN-13751,2025-07-23,CUST-0916,31,Female,Silver,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,569,6.9
TXN-11129,2025-07-23,CUST-0054,38,Male,Regular,Groceries,Eggs,28.33,56.24,3,168.72,84.99,83.73,1616,5.4
TXN-14719,2025-07-23,CUST-0887,57,Male,Regular,Groceries,Milk,32.13,59.75,4,239.0,128.52,110.48,892,6.2
TXN-11639,2025-07-23,CUST-0772,37,Male,Regular,Beauty & Health,Vitamins,4.16,7.52,3,22.56,12.48,10.08,1227,4.3
TXN-14716,2025-07-23,CUST-0013,43,Male,Silver,Clothing,Socks,46.78,72.77,1,72.77,46.78,25.99,954,8.7
TXN-14275,2025-07-23,CUST-0938,50,Female,Regular,Electronics,Headphones,49.93,84.43,2,168.86,99.86,69.0,1047,3.4
TXN-13756,2025-07-23,CUST-0184,29,Male,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,216,6.2
TXN-14497,2025-07-24,CUST-0645,29,Female,Regular,Groceries,Chicken,14.09,25.57,10,255.7,140.9,114.8,1639,4.7
TXN-12551,2025-07-24,CUST-0352,20,Male,Regular,Electronics,Headphones,49.93,84.43,1,84.43,49.93,34.5,1172,5.4
TXN-13069,2025-07-24,CUST-0587,18,Male,Regular,Clothing,Jeans,45.05,74.05,5,370.25,225.25,145.0,1488,6.6
TXN-11790,2025-07-24,CUST-0980,53,Male,Regular,Clothing,Sneakers,20.09,39.7,1,39.7,20.09,19.61,646,5.2
TXN-14153,2025-07-24,CUST-0893,37,Female,Gold,Electronics,Headphones,49.93,84.43,4,337.72,199.72,138.0,1053,8.5
TXN-12555,2025-07-24,CUST-0453,24,Female,Silver,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,519,6.4
TXN-12886,2025-07-24,CUST-0923,26,Male,Regular,Electronics,Charger,85.78,132.44,1,132.44,85.78,46.66,560,5.6
TXN-11703,2025-07-24,CUST-0989,45,Male,Regular,Groceries,Chicken,14.09,25.57,1,25.57,14.09,11.48,1851,4.5
TXN-11681,2025-07-24,CUST-0163,27,Female,Regular,Home & Garden,Frying Pan,11.59,15.48,1,15.48,11.59,3.89,1731,6.3
TXN-13914,2025-07-24,CUST-0163,20,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1448,6.7
TXN-13853,2025-07-24,CUST-0734,43,Male,Regular,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,463,6.2
TXN-10571,2025-07-25,CUST-0774,18,Other,Regular,Beauty & Health,Lotion,8.66,15.35,1,15.35,8.66,6.69,1098,5.1
TXN-10591,2025-07-25,CUST-0841,40,Male,Regular,Clothing,Socks,46.78,72.77,4,291.08,187.12,103.96,1264,4.8
TXN-11299,2025-07-25,CUST-0643,35,Female,Silver,Clothing,Hat,3.72,6.93,5,34.65,18.6,16.05,697,8.3
TXN-12964,2025-07-25,CUST-0837,57,Male,Regular,Groceries,Rice,16.47,23.64,4,94.56,65.88,28.68,270,6.1
TXN-13517,2025-07-25,CUST-0805,47,Female,Silver,Home & Garden,Lamp,30.34,59.03,2,118.06,60.68,57.38,694,4.0
TXN-12091,2025-07-25,CUST-0580,28,Male,Regular,Clothing,Socks,46.78,72.77,5,363.85,233.9,129.95,1168,9.0
TXN-13844,2025-07-25,CUST-0260,50,Male,Regular,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,563,5.0
TXN-11302,2025-07-25,CUST-0433,41,Male,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,389,5.6
TXN-10579,2025-07-25,CUST-0851,44,Female,Silver,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,963,7.0
TXN-13904,2025-07-25,CUST-0702,27,Female,Gold,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,615,8.1
TXN-11024,2025-07-25,CUST-0529,33,Female,Regular,Beauty & Health,Lotion,8.66,15.35,1,15.35,8.66,6.69,1085,7.5
TXN-13955,2025-07-25,CUST-0219,24,Male,Regular,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1041,4.6
TXN-12809,2025-07-25,CUST-0685,28,Female,Regular,Electronics,Mouse,41.17,78.14,2,156.28,82.34,73.94,1111,5.2
TXN-14201,2025-07-25,CUST-0343,37,Female,Regular,Electronics,USB Drive,123.53,158.32,2,316.64,247.06,69.58,1442,5.7
TXN-12623,2025-07-25,CUST-0643,31,Other,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1556,4.8
TXN-10700,2025-07-25,CUST-0530,18,Male,Silver,Beauty & Health,Shampoo,25.11,45.77,2,91.54,50.22,41.32,991,4.4
TXN-12647,2025-07-25,CUST-0250,20,Female,Regular,Groceries,Pasta,47.29,56.99,2,113.98,94.58,19.4,1137,4.2
TXN-12498,2025-07-25,CUST-0191,44,Male,Regular,Beauty & Health,Shampoo,25.11,45.77,2,91.54,50.22,41.32,880,6.0
TXN-13983,2025-07-25,CUST-0988,52,Female,Regular,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1195,6.3
TXN-11682,2025-07-26,CUST-0483,18,Male,Silver,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1603,5.1
TXN-13790,2025-07-26,CUST-0809,25,Female,Gold,Clothing,Socks,46.78,72.77,3,218.31,140.34,77.97,1012,8.9
TXN-11318,2025-07-26,CUST-0246,31,Female,Regular,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,1127,4.9
TXN-13529,2025-07-26,CUST-0039,23,Female,Gold,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,730,7.3
TXN-14009,2025-07-26,CUST-0560,25,Male,Silver,Groceries,Pasta,47.29,56.99,10,569.9,472.9,97.0,1056,7.8
TXN-13665,2025-07-26,CUST-0678,43,Female,Regular,Electronics,Mouse,41.17,78.14,2,156.28,82.34,73.94,1057,4.8
TXN-13571,2025-07-26,CUST-0632,24,Male,Silver,Home & Garden,Lamp,30.34,59.03,2,118.06,60.68,57.38,692,7.5
TXN-14473,2025-07-26,CUST-0874,47,Female,Silver,Home & Garden,Plant Pot,34.48,43.76,3,131.28,103.44,27.84,1464,7.3
TXN-11870,2025-07-26,CUST-0986,40,Male,Silver,Groceries,Cereal,40.44,66.69,10,666.9,404.4,262.5,620,6.3
TXN-12219,2025-07-26,CUST-0337,20,Female,Silver,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1594,8.5
TXN-13190,2025-07-27,CUST-0138,50,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1499,4.0
TXN-11761,2025-07-27,CUST-0817,46,Male,Regular,Groceries,Eggs,28.33,56.24,4,224.96,113.32,111.64,1575,7.2
TXN-14910,2025-07-27,CUST-0694,18,Female,Silver,Groceries,Pasta,47.29,56.99,2,113.98,94.58,19.4,1005,6.2
TXN-11939,2025-07-27,CUST-0717,45,Female,Silver,Clothing,Hat,3.72,6.93,5,34.65,18.6,16.05,664,6.9
TXN-13639,2025-07-27,CUST-0057,39,Female,Silver,Home & Garden,Frying Pan,11.59,15.48,3,46.44,34.77,11.67,1607,8.5
TXN-13103,2025-07-27,CUST-0396,18,Male,Silver,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,671,7.4
TXN-11247,2025-07-27,CUST-0469,35,Female,Regular,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1333,7.2
TXN-12587,2025-07-27,CUST-0337,28,Female,Silver,Beauty & Health,Soap,11.95,23.02,3,69.06,35.85,33.21,947,7.3
TXN-10197,2025-07-27,CUST-0098,28,Female,Gold,Groceries,Milk,32.13,59.75,2,119.5,64.26,55.24,1182,8.4
TXN-14791,2025-07-27,CUST-0572,35,Male,Silver,Electronics,Mouse,41.17,78.14,10,781.4,411.7,369.7,969,6.4
TXN-11400,2025-07-27,CUST-0379,23,Female,Regular,Clothing,Hat,3.72,6.93,2,13.86,7.44,6.42,692,4.0
TXN-14149,2025-07-27,CUST-0898,41,Female,Regular,Clothing,Sneakers,20.09,39.7,1,39.7,20.09,19.61,510,7.6
TXN-14121,2025-07-27,CUST-0082,36,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,643,6.7
TXN-13020,2025-07-27,CUST-0167,26,Female,Regular,Groceries,Apples,18.31,24.59,3,73.77,54.93,18.84,1515,6.6
TXN-13144,2025-07-27,CUST-0403,40,Male,Regular,Beauty & Health,Soap,11.95,23.02,1,23.02,11.95,11.07,919,6.5
TXN-14738,2025-07-28,CUST-0958,37,Female,Regular,Groceries,Cereal,40.44,66.69,4,266.76,161.76,105.0,406,7.0
TXN-14413,2025-07-28,CUST-0566,34,Female,Regular,Groceries,Rice,16.47,23.64,3,70.92,49.41,21.51,142,8.0
TXN-14534,2025-07-28,CUST-0134,34,Male,Silver,Electronics,Mouse,41.17,78.14,3,234.42,123.51,110.91,998,5.8
TXN-13304,2025-07-28,CUST-0918,43,Female,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1564,4.0
TXN-12690,2025-07-28,CUST-0516,18,Male,Regular,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,508,5.1
TXN-10652,2025-07-28,CUST-0203,45,Male,Regular,Beauty & Health,Shampoo,25.11,45.77,1,45.77,25.11,20.66,994,7.3
TXN-10870,2025-07-28,CUST-0975,50,Male,Silver,Beauty & Health,Vitamins,4.16,7.52,10,75.2,41.6,33.6,1298,5.0
TXN-14322,2025-07-28,CUST-0760,34,Male,Regular,Groceries,Chicken,14.09,25.57,1,25.57,14.09,11.48,1657,4.8
TXN-10218,2025-07-28,CUST-0105,36,Male,Silver,Electronics,Keyboard,107.66,156.53,2,313.06,215.32,97.74,859,5.2
TXN-11533,2025-07-28,CUST-0568,24,Male,Silver,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,593,4.4
TXN-10335,2025-07-28,CUST-0136,32,Female,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1811,6.2
TXN-10791,2025-07-28,CUST-0103,36,Male,Gold,Beauty & Health,Vitamins,4.16,7.52,2,15.04,8.32,6.72,1310,7.0
TXN-12430,2025-07-28,CUST-0864,18,Male,Regular,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1569,5.7
TXN-13888,2025-07-28,CUST-0409,38,Female,Regular,Home & Garden,Bed Sheets,41.27,74.29,4,297.16,165.08,132.08,1529,8.7
TXN-13366,2025-07-29,CUST-0815,18,Male,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1557,4.5
